Lovisa,2073 Eastland Shopping Centre 171-175 Maroondah Hwy Ringwood VIC 3134,0433 371 513,"Lovisa now operatesÿover 200ÿstores throughout Australia, South Africa and Asia.",yes,Blue car park near Diana Ferrari,http://www.lovisa.com.au/,https://www.facebook.com/lovisastore,https://instagram.com/lovisajewellery/
Man to Man,G117 Eastland Shopping Centre 171-175 Maroondah Hwy Ringwood VIC 3134,03 9879 3544,"At Man To Man we travel the world looking for the latest trends to offer our customers and this, together with our quality and attention to detail, ensures that Man To Man retains a position of importance in the Australian menswear retail environment. We stock a range of accessories making it even easier to complete every outfit. Our staff are aware of the importance of making the shopping experience enjoyable and will be sure to exceed customer service expectations. With nearly 100 stores situated around Australia, it has never been easier to find outfits for work, formal occasions and weekend casual wear.",yes,Purple car park near Ally Fashion,,,
Matchbox,1074 Eastland Shopping Centre 171-175 Maroondah Hwy Ringwood VIC 3134,03 9870 2175,"Matchbox is Australia's leading kitchenware and cookware specialist, with stores Australia wide. An independent, family owned retailer, we are focussed on turning our customers into professional home cooks via our friendly, expert team. Come in and see us to give yourself or that special someone a kitchen gift that keeps giving, indulge in some new cookware, entertain to impress or pretty-up your pantry. Matchbox stocks a range of specialist kitchenware offers and brands including: KitchenAid, Anolon, Maxwell & Williams, Scanpan, Circulon, Tefal by Jamie Oliver, Cuisinart, Essteele, Woll, Global, Mundial, Riedel, and more. Come and visit the kitchenware experts at Matchbox today!",yes,Orange car park near Medicare,https://www.matchbox.com.au/,https://www.facebook.com/matchbox.com.au,https://instagram.com/matchboxaustralia
McDonalds,FC01 Eastland Shopping Centre 171-175 Maroondah Hwy Ringwood VIC 3134,03 9879 6324,,,Purple car park near Ally Fashion,,,
Medibank Private,1006 Eastland Shopping Centre 171-175 Maroondah Hwy Ringwood VIC 3134,03 9298 5774,,,Orange car park near Medicare,https://www.medibank.com.au,,
Michael Hill Jewellers,2083 Eastland Shopping Centre 171-175 Maroondah Hwy Ringwood VIC 3134,03 9870 6758,,yes,Blue car park near Peter Jackson,,,
Michel's Patisserie,K105 Eastland Shopping Centre 171-175 Maroondah Hwy Ringwood VIC,03 9876 8288,"At Michel?s, we love all things delicious ? French-inspired delicacies and award-winning coffee. Join us in celebrating the good things, the big occasions, the cherished moments and the special times with friends and family. Bon Appetit!",,Red car park near Photo Xpert,http://www.michels.com.au/,http://www.facebook.com/MichelsPatisserie,
Mister Minit,K103 Eastland Shopping Centre 171-175 Maroondah Highway Ringwood VIC 3134,03 9879 8777,"The focus for the Minit Team is serving our customers and ensuring they are totally satisfied on every occasion.Our support team provides essential services relating to marketing, training, warehousing and distribution, property management, maintenance, information technology and administration. Our objective is to ensure our team members have everything they need to meet our customers requirements including technical skills, the right products and first rate equipment.As a reinforcement of our support team?s purpose we subscribe to the saying that ?We must either be serving a customer or serving someone that is?.Team members at MINIT are considered our greatest asset. We are passionate about our brands and have pride in being the number one service provider in Shoe Repairs, Key Cutting, Engraving and Watch Repairs.Customer Focused/Respect and honesty/Cabinet Unity/Action Orientated/Results Orientated/Discipline/We have an ongoing commitment to helping our team members develop skills for their future and to provide a work place that provides rewards and celebrates performance results.",yes,Red car park near Woolworths,http://www.misterminit.com.au/,https://www.facebook.com/MISTERMINIT,https://instagram.com/misterminit/
Moda Caf‚,K127 Eastland Shopping Centre 171-175 Maroondah Hwy Ringwood VIC 3134,03 9879 2129,,,Pink car park near Coles,,,
Mr Sugar Man,1027 Eastland Shopping Centre 171-175 Maroondah Hwy Ringwood VIC 3134,0457 289 976,,yes,Red car park near JB Hi Fi,,,
Mrs Fields Cookies,K101 Eastland Shopping Centre 171-175 Maroondah Hwy Ringwood VIC 3134,ÿ03 9870 0205,,,Red car park near Photo Xpert,,,
Muffin Break,FC08 Eastland Shopping Centre 171-175 Maroondah Hwy Ringwood VIC 3134,03 9879 6955,"Muffin Break Eastland is a must stop destination for any true foodie. There is a wide range of deliciously FRESH Muffins, Cakes and Slices on display. All of which are baked on-site by Muffin Break?s expert bakers.For the perfect treat, try a delicious muffin and coffee combo. Each coffee is skilfully made from the Muffin Break?s award winning unique coffee blend. Internationally renowned by coffee lovers.Whilst you?re enjoying your treat in-store, join our Muffin Break Club to receive every 5th Coffee Free. Our loyalty program provides members with a wealth of benefits and can be used anywhere in Australia.For a warm lunch, why not try one of our; Gourmet Tartlets, Savoury Pies or Golden Brown Sausage Rolls. Muffin Break also has a gourmet wrap range, giving you a fantastic selection of choice for any meal.For those watching what they eat, we have a range of Weight Watchers approved products, Gluten Free and Bran muffins to cater to every dietary need.Whatever your desire, there is something fresh and ready for you in-store. So make sure your visit the friendly team at Muffin Break Eastland for the perfect caf‚ experience.Muffin Break Eastland - Theres no break like a Muffin Break.",,Blue car park near Suzanne Grae,http://www.muffinbreak.com.au/,http://www.facebook.com/MuffinBreak,
My Beauty Spot,K102 Eastland Shopping Centre 171-175 Maroondah Hwy Ringwood VIC 3134,03 9879 7521,"My Beauty Spot is the new evolution in the fragrance & beauty retailing. My Beauty Spot's aim is to deliver to its customers a revolutionary experience, consisting of excellent customer service, great product range and overall a retail experience never experienced before.My Beauty Spot is the brainchild of the retail successor, the My Chemist Group. This provides My Beauty Spot with a stable and solid platform to launch into the Health and Beauty sector. The My Chemist connection allows for access to the best fragrance and skincare products from all around the world, drawing upon more than thirty years of retail excellence.My Beauty Spot stocks an extensive range of prestigious products, with prices that cater for everyone's budget. My Beauty Spot only stocks genuine products, hence offering only the highest quality to their customers.Currently My Beauty Spot has 30+ stores across Australia and is constantly expanding its portfolio, positioning itself as the evolution in Beauty Retail. Our well designed and merchandised kiosks allow our customers to have a unique shopping experience, My Beauty Spot customers enjoy browsing in a convenient and uninterrupted fashion.The My Beauty Spot Staff are extremely helpful and knowledgeable in all beauty related matters; our highly trained staff welcomes inquisitive customers seeking any form of assistance.The My Beauty Spot Website officially launched in September 2009, allowing My Beauty Spot customers even more flexibility when purchasing fragrance &amp; beauty products. My Beauty Spots Online Store never sleeps, therefore customers have the ability to browse &amp; purchase the best products at the best prices 24/7.Quite Simply My Beauty Spot is the SPOT TO SHOP for all your Fragrance &amp; Beauty needs, Offering Australians a new evolution in Intimate Beauty Retail.",yes,Red car park near Photo Xpert,http://www.mybeautyspot.com.au/,https://www.facebook.com/TheSpotToShop,
My Size,2017 Eastland Shopping Centre 171-175 Maroondah Hwy Ringwood VIC 3134,03 9879 8002,,yes,Blue car park near Peter Jackson,,,
Myer,000M Eastland Shopping Centre 171-175 Maroondah Hwy Ringwood VIC 3134,03 8870 0100,"Myer is Australia's largest department store group, and a market leader in Australian retailing. We offer an unrivalled choice in the latest national, international and 'exclusive to Myer' brands across women's, men's, and children's fashion, as well as accessories, cosmetics, homeware, furniture, electrical goods and much more.Myer is at the forefront in the development of new retail concepts and experiences. Our stores pride themselves on exciting visual merchandising displays, and a distinctive range of ?store within store? concepts including Nespresso coffee and Apple in-store shops. We also have a tradition of providing customer entertainment through vibrant in-store theatre ? from glamorous fashion parades, to appearances by much-loved children?s characters, celebrities and sporting personalities. These elements, coupled with a strong focus on customer service, provide an inspirational shopping destination for all ages.",yes,Blue car park near Diana Ferrari,,,
Myer Cafe,000M Eastland Shopping Centre 171-175 Maroondah Hwy Ringwood VIC 3134,03 8870 0100,,,Blue car park near Diana Ferrari,,,
NAB,L031 Eastland Shopping Centre 171-175 Maroondah Hwy Ringwood VIC 3134,13 22 65,"National Australia Bank Group (the Group) is a financial services organisation with over 12,000,000 customers and 50,000 people, operating more than 1,750 stores and Service Centres globally.Our major financial services franchises in Australia are complemented by businesses in New Zealand, Asia, the United Kingdom and the United States. Each of our brands is uniquely positioned, but built on a common commitment to provide our customers with quality products and services, fair fees and charges, and relationships built on the principles of help, guidance and advice.",,Red car park near JB Hi Fi,http://www.nab.com.au/,https://www.facebook.com/NAB,
Nando's,FC09 Eastland Shopping Centre 171-175 Maroondah Hwy Ringwood VIC 3134,03 9879 3222,"Nando?s is a story of friendship, passion, hard work and an absolute belief in the addictively delicious Portuguese PERi-PERi chicken.",,Blue car park near Suzanne Grae,http://www.nandos.com.au/,http://www.facebook.com/nandosaus,
Napoleon Perdis,K204 Eastland Shopping Centre 171-175 Maroondah Hwy Ringwood VIC 3134,03 9876 0322,"Napoleon Perdis has always sought to democratize make-up ever since picking up his first brush at the age of 13 to help his glamorous mother prepare for an evening out. Fast forward to 1995 and the opening of his first concept store on Sydney?s Oxford Street, boasting a full cosmetics collection. Vivid, vivacious colour soon became his trademark, and Napoleon?s reputation soon propelled him into editorial work for magazines and television, allowing him to spread his glamour gospel and make trends accessible for all.",yes,Blue car park near Suzanne Grae,,,
Nextra Eastland Newsagency,1015 Eastland Shopping Centre 171-175 Maroondah Highway Ringwood VIC 3134,(03) 9870 2410,,yes,,,,
Nike,2061 Eastland Shopping Centre 171-175 Maroondah Hwy Ringwood VIC 3134,03 9876 9770,"NIKE, Inc. is the world?s leading innovator in athletic footwear, apparel, equipment and accessories.",yes,Purple car park near Ally Fashion,,,
Noni B,2052 Eastland Shopping Centre 171-175 Maroondah Hwy Ringwood VIC 3134,ÿ03 9879 6007,,yes,Blue car park near Peter Jackson,,,
Novo,2009 Eastland Shopping Centre 171-175 Maroondah Hwy Ringwood VIC 3134,03 9876 0531,"NOVO is a part of RSH Ltd. Group Worldwide, the leading Pan Asian Marketer, distributor and retailer of global sports, golf, fashion and active lifestyle brands in 11 countries running over 900 retail stores. For more information visit:www.rshlimited.com.ÿNOVO as a trade name is registered to RSH (Australia) Pty. Ltd.NOVO first opened its doors to Australia on 30 May 2002 at Warringah Mall in Sydney. Since then it has expanded to a network of over 100 stores dispersed throughout Australia in Melbourne, Sydney, Brisbane, Perth, Adelaide, and Canberra in metro and rural areas and in New Zealand. NOVO stores are rapidly expanding and will continue doing so in the future.NOVO offers the latest footwear fashion, an extensive range with constant product refreshment, an upscale store ambience that belies its very competitive pricing and friendly customer service ? all in integrated experience that spells value for money.",yes,Blue car park near Diana Ferrari,http://www.novoshoes.com.au/,https://www.facebook.com/NovoShoes,
Odyssey Nails,1004 Eastland Shopping Centre 171-175 Maroondah Highway Ringwood VIC 3134,(03) 9870 9464,,yes,,,,
OPSM,1024 Eastland Shopping Centre 171-175 Maroondah Hwy Ringwood VIC 3134,03 9870 7976,"We love our customers to see as clearly as possible, but we recognise the importance of looking great too. At OPSM you can choose from a huge range of designer frames from the world?s leading brands such as Bulgari, Burberry, Coach, Dolce & Gabbana, Miu Miu, Oakley, Oliver Peoples, Police, Prada, Ralph Lauren, Ray-Ban, Versace and Vogue.You?ll also find the big names on our sunglasses, almost all of which can be fitted with prescription lenses and OPSM provides great-value contact lenses too.",yes,Red car park near JB Hi Fi,,,
Pandora,2011 Eastland Shopping Centre 171-175 Maroondah Hwy Ringwood VIC 3134,03 9879 8100,"PANDORA Eastland offers a range of beautifully designed sterling silver and 14ct gold jewellery at affordable prices to suit your personal style and celebrate precious occasions. Whether it?s a new bracelet filled with sterling silver or 14ct gold charms, gorgeous stackable rings, earrings, necklaces and pendants, you can find that perfect gift for yourself, or for someone special, at PANDORA Eastland. Be inspired atwww.pandora.net",yes,Blue car park near Diana Ferrari,http://www.pandora.net/en-au,https://www.facebook.com/pandorajewelry,
People's Choice Credit Union,1091 Eastland Shopping Centre 171-175 Maroondah Hwy Ringwood VIC 3134,03 9870 4615,,,Red car park near JB Hi Fi entrance,,https://www.facebook.com/PeoplesChoiceCU,
Peter Jackson,2019 Eastland Shopping Centre 171-175 Maroondah Hwy Ringwood VIC 3134,03 9870 8878,,yes,Blue car park near Noni B,,,
Photo Xpert,1016 Eastland Shopping Centre 171-175 Maroondah Hwy Ringwood VIC 3134,03 9876 8117,,yes,Red car park near the newsagent,,,
Picture a Print,1096 Eastland Shopping Centre 171-175 Maroondah Hwy Ringwood VIC 3134,03 9876 8055,,yes,Red car park near JB Hi Fi,,,
Polka Dot,1082 Eastland Shopping Centre 171-175 Maroondah Hwy Ringwood VIC 3134,03 9879 7800,,yes,Red car park near Photo Xpert,,,
Priceland,G114 Eastland Shopping Centre 171-175 Maroondah Highway Ringwood VIC 3134,(03) 9870 4090,,,Blue Car Park near Kmart,,,
Priceline Pharmacy,1068 Eastland Shopping Centre 171-175 Maroondah Highway Ringwood VIC 3134,9870 5966,,,,,,
Punk Rose,2049 Eastland Shopping Centre 171-175 Maroondah Hwy Ringwood VIC 3134,03 9879 8460,,yes,Purple car park neat Ally Fashion,,,
Pure & Natural,FC11 Eastland Shopping Centre 171-175 Maroondah Hwy Ringwood VIC 3134,03 9870 7699,,,Blue car park near Suzanne Grae,,,
QBD Bookstore,1026 Eastland Shopping Centre 171-175 Maroondah Hwy Ringwood VIC 3134,03 8813 0217,QBD The Bookshop is a privately owned company comprising 50 stores within Australia.,yes,Red car park near JB Hi Fi,,,
Quattro,1075 Eastland Shopping Centre 171-175 Maroondah Hwy Ringwood VIC 3134,03 9870 7333,,yes,Red car park near Photo Xpert,,,
Rice Workshop,FC02 Eastland Shopping Centre 171-175 Maroondah Highway Ringwood VIC 3134,0420 329 293,,,Red car park near Suzanne Grae,http://riceworkshop.com.au/,https://www.facebook.com/RiceWorkshop,
Riot Art & Craft,L1066A Eastland Shopping Centre 171-175 Maroondah Hwy Ringwood VIC 3134,03 9847 0777,   ,yes,Yellow Car park near Coles,,https://www.facebook.com/riot.art.craft,
Roger David,2071 Eastland Shopping Centre 171-175 Maroondah Hwy Ringwood VIC 3134,03 9870 5921,,yes,Blue car park near Suzanne Grae,http://www.rogerdavid.com.au/,https://www.facebook.com/RogerDavid,https://instagram.com/roger_david/
Roll'd,FC16 Eastland Shopping Centre 171-175 Maroondah Hwy Ringwood VIC 3134,03 9879 5521,"For the love of sharing?Eating together is a way of life in Vietnam. You see it in the men, women and children crowded around food stalls or for a quick bite during the day, or in the way of a dozen relatives and friends crammed around a tiny dining table built for six.Lives are enriched by the sharing of a meal. Food should always be shared, especially when it?s good food.",,Blue Carpark near Suzanne Grae,,https://www.facebook.com/rolld.melbourne,
Salotti Del Caffe,K107 Eastland Shopping Centre 171-175 Maroondah Hwy Ringwood VIC 3134,03 9870 0820,,,Red car park near JB Hi Fi,,,
Salsas,FC07 Eastland Shopping Centre 171-175 Maroondah Hwy Ringwood VIC 3134,03 9870 7516,,yes,Blue car park near Suzanne Grae,,,
Schnitz,,03 9877 4017,,,,,,
Sens Massage,1076 Eastland Shopping Centre 171-175 Maroondah Hwy Ringwood VIC 3134,03 9847 0838,,yes,ÿRed car park near Photo Xpert,,,
Shaver Shop,"Shop 1014, Eastland Shopping Centre Maroondah Hwy, Ringwood VIC, Australia, 3134",03 9847 0456,"Shaver Shop is aÿspecialist personal grooming retailerÿthat has successfully operated in Australia for overÿ26 years. Shaver Shop is a proudly owned and operatedÿAustralian retailerÿthat has built up a trusted & respected brand through a simple philosophy involving good old hard work and customer service.We pride ourselves on having the best product knowledge of any retailer in the world.At Shaver Shop, we believe we should offer the customer the best possible advice at the lowest price. We are fiercely competitive on our pricing policy and we take all possible steps to ensure our customers have the widest range of grooming solutions at rock bottom prices.",yes,Red car park near Photo Xpert,http://www.shavershop.com.au/online-store.html,https://www.facebook.com/shavershop,
Silver Moon,K106 Eastland Shopping Centre 171-175 Maroondah Hwy Ringwood VIC 3134,03 9879 2799,,yes,Red car park near Photo Xpert,,,
Smiggle,2004 Eastland Shopping Centre 171-175 Maroondah Hwy Ringwood VIC 3134,03 9876 8358,,yes,Blue car park near Suzanne Grae,,,
Sox Avenue,KL10 Eastland Shopping Centre 171-175 Maroondah Hwy Ringwood VIC 3134,0433 303 207,,,Orange car park near Australia Post,,,
Specsavers,1025 Eastland Shopping Centre 171-175 Maroondah Hwy Ringwood VIC 3134,03 9870 8666,"Specsavers offers more than 1,000 frame styles and colours. New styles and designers are introduced regularly to keep up with changes in fashion and technology. An expanding range of designer glasses is now available, including Australian brands such as Alex Perry, Country Road, Quiksilver and Roxy as well as global brands including fcuk vision, French Connection vision, Karen Millen, Jasper Conran, Jeff Banks, Red or Dead, Tommy Hilfiger and Europe?s biggest selling designer brand, Osiris which is exclusive to Specsavers.",yes,Red car park near JB Hi Fi,http://www.specsavers.com.au/,https://www.facebook.com/SpecsaversAustralia,
Spendless Shoes,2050 Eastland Shopping Centre 171-175 Maroondah Hwy Ringwood VIC 3134,03 9876 0943,Spend-less Shoes is a proudly Australian owned and operated footwear retailer selling the latest fashion looks for less.From humble beginnings in 1988 we continue to grow and currently operate in excess of 160 stores throughout every mainland state of Australia.Our wonderful team exceeds 700 employees who constantly strive to achieve our Vision of becoming 'The World's Friendliest Shoe People'.,yes,Purple car park near Ally Fashion,http://www.spendless.com.au/,http://www.facebook.com/Spendless,
Sportsgirl,2005 Eastland Shopping Centre 171-175 Maroondah Hwy Ringwood VIC 3134,03 9847 0622,"Sportsgirl is more than just a store: it?s a community of girls across Australia who are individual, playful, confident and of course, oh-so fashionable! Whether you love heading into one of our 110+ stores to check out our monthly collections or get your fashion fix online or on your mobile, you?re a member of the Sportsgirl community!Sportsgirls have instant access to the latest trends, exclusive designer collaborations and vintage collections - and we love showing you how to style it up whether it be one of our in store stylists, the VIP Style Me Studios or our Style Me collections online.With a rep as an up-the-minute fashion leader, we are committed to discovering and supporting new talent, promoting positive body image through our partnership with the Butterfly Foundation, and bringing the best and brightest fashion news and talent direct to you in store and online.Top it off with a jam-packed calendar of in store events, DJs and make-up artists, exclusive offers and comps, and the hottest fashion news and partnerships ? what are you waiting for? Join the Sportsgirl love in!",yes,Blue car park near Peter Jackson,http://www.sportsgirl.com.au/,http://www.facebook.com/sportsgirl,
STA Travel,2001 Eastland Shopping Centre 171-175 Maroondah Hwy Ringwood VIC 3134,03 9876 8211,,yes,Blue car park near Suzanne Grae,,,
Strandbags,2072 Eastland Shopping Centre 171-175 Maroondah Hwy Ringwood VIC 3134,ÿ03 9870 5843,,yes,Blue car park near Suzanne Grae,,,
Subway,FC13 Eastland Shopping Centre 171-175 Maroondah Hwy Ringwood VIC 3134,03 9876 9051,,,Blue car park near Suzanne Grae,,,
Sumo Salad,FC15 Eastland Shopping Centre 171-175 Maroondah Hwy Ringwood VIC 3134,03 9870 0201,"Don?t let the name fool you! SumoSalad doesn?t think of salad as a mere side. It?s a meal. And, we not only offer a huge range of amazingly delicious gourmet salads, but you can chow down on delicious wraps, rolls, toasties, pasta, soup, fruit salad and yoghurt, coffee and loads of fantastic extra tasty SumoSalad specialty items. We guarantee to satisfy even the fussiest of eaters! If you don?t like our menu, then design your own!SumoSalad products are sourced daily from Aussie farmers to bring you the freshest ingredients ever. SumoSalad scorns unnecessary fats, nasty artificial colours, flavours or genetically modified products so that you know you?re getting the best from us? that?s the SumoSalad guarantee!",yes,Blue car park near Suzanne Grae,,https://www.facebook.com/SumoSalad,https://instagram.com/SumoSalad/
Sunglass Hut,Shop 2068 Eastland Shopping Centre 171 - 175 Maroondah Hwy Ringwood VIC 3134,03 9879 3213,"Sunglass Hut is the ultimate destination for sunglasses. Live for style or sport? We?ve got the best designer brands under the sun. Think Prada, Ray-Ban, Oakley, Dolce &ÿGabbana, Burberry and DKNY. You?ll find your perfect pair at Sunglass Hut.",yes,Blue car park near Suzanne Grae,,,
Sushi Sushi,K104 Eastland Shopping Centre 171-175 Maroondah Hwy Ringwood VIC 3134,03 9879 5679,"Sushi Sushi is passionate about serving deliciously fresh and healthy sushi. Our dedication to ingredient freshness and quality is a tribute to Japanese culinary culture. From delicate handling of raw fish to making the prefect vinegared rice, our Sushi Sushi Chefs are skilled to consistently prepare and beautifully present sushi.Find your sushi and sashimi favourites at over 100 stores in Australia!  We promise that the Sushi Sushi customer experience is always ?Double Delicious?.",,Red car park near Photo Xpert,http://www.sushisushi.com.au/,https://www.facebook.com/1SushiSushi,https://instagram.com/1sushisushi/
Sushi Sushi,K203 Eastland Shopping Centre 171-175 Maroondah Hwy Ringwood VIC 3134,03 9870 8789,"Sushi Sushi is passionate about serving deliciously fresh and healthy sushi. Our dedication to ingredient freshness and quality is a tribute to Japanese culinary culture. From delicate handling of raw fish to making the prefect vinegared rice, our Sushi Sushi Chefs are skilled to consistently prepare and beautifully present sushi.Find your sushi and sashimi favourites at over 100 stores in Australia!  We promise that the Sushi Sushi customer experience is always ?Double Delicious?.",,Red car park near Photo Xpert,http://www.sushisushi.com.au/,https://www.facebook.com/1SushiSushi,https://instagram.com/1sushisushi/
Sussan,"2082 Eastland Shopping Centre Maroondah Hwy, Ringwood VIC 3134",03 9870 1437,"As a leading Australian women's fashion retailer, Sussan is best recognised for its high level of quality and design. Consistently delivering fabulous fashion; the gorgeous collections which are inspired and interpreted from international trends, feature clothing, sleepwear, accessories and seasonal gifts.",yes,Blue car park near Peter Jackson,http://www.sussan.com.au/,http://www.facebook.com/sussanfashion,
Suzanne Grae,2006 Eastland Shopping Centre 171-175 Maroondah Hwy Ringwood VIC 3134,03 9870 5723,"At Suzanne Grae we don?t just sell clothes, we create everyday inspiration. We?re about helping our customers make the most of every day by always having something to wear that puts a smile on their face.We?re not just in the fashion business, we?re in the business of making every woman feel great. It?s why we make clothes that inspire our women. It?s why there is always something gorgeous, on trend, wearable and affordable in-store. Fashion that fits and flatters everyone. Fashion you can live in at prices you can live with.We say fashion should be fun, and shopping should make you feel good. That?s why we have some of the friendliest staff in the business, and why you?ll love your new wardrobe from Suzanne Grae.",yes,Blue car park near Theobrama Chocolate Lounge,http://www.suzannegrae.com.au/,http://www.facebook.com/suzannegrae,
Swarovski,2074 Eastland Shopping Centre 171-175 Maroondah Hwy Ringwood VIC 3134,03 9847 0047,"We addÿsparkleÿto people's everyday lives.we provide high quality products and services and anticipate, fultill and exceed consumers' desires and customers' needs.Our vision:responsible, vigorous, imaginative and passionate.",yes,Blue car park near Diana Ferrari,http://www.swarovskigroup.com/,https://www.facebook.com/APAC.Swarovski,
Tarocash,2080 Eastland Shopping Centre 171-175 Maroondah Hwy Ringwood VIC 3134,03 9879 8699,"The latest menswear and styling tips, for any occasion, plus easy stress-free shopping ? that?s what we?re about. Now you can now shop with Tarocash 24/7 from wherever you like with our new Online Store.We know you like to look good when you go out. Looking right is important. We also know you don?t have all day to find the right gear. You want friendly service, advice you can trust and clothes you feel great in.So, whether you?re heading out for a night with your mates, going to work or doing something special with your partner Tarocash has the perfect outfit. We specialize in smart-casual clothes for men and we have all the main categories covered ? shirts, jackets, denims, suits, shorts, tees, shoes & accessories.Every season we search out the latest trends and tailor them to suit the Aussie bloke. We pride ourselves in offering a broader range of sizes than most brands so we?ll always have the perfect fit. And, our service is friendly and honest. There?s no attitude or hard sell in our stores, and you can be sure of great quality and value in every deal.  You know when you look and feel great. Let us help you get there.",yes,Blue car park near Peter Jackson,http://www.tarocash.com.au/,https://www.facebook.com/pages/TAROCASH,
Telstra Store,1019 Eastland Shopping Centre 171-175 Maroondah Highway Ringwood VIC 3134,03 9845 6082,,yes,Red car park near Photo Xpert,,,
The Athlete's Foot,1020 Eastland Shopping Centre 171-175 Maroondah Highway Ringwood VIC 3134,03 9879 8444,,yes,Red car park near Photo Xpert,,,
The Beauty & Brow Parlour,1009 Eastland Shopping Centre 171-175 Maroondah Highway Ringwood VIC 3134,03 9870 8828,"The Beauty & Brow Parlour is Melbourne?s leading beauty & brow destination for your beauty needs. We?ve got the latest techniques in eyebrow threading, tinting and eyelash extensions.Come in and experience The Beauty & Brow Parlour?s difference.",yes,Pink car park near Coles,,,
The Body Shop,1090 Eastland Shopping Centre 171-175 Maroondah Highway Ringwood VIC 3134,03 9870 5186,"The Body Shop? Australia has a lot to offer: we?re a part of a larger international business, an ethical business, and a growing business! The Body Shop? Australia is a fully Australian owned company. Owned by the Wise family, Graeme Wise opened our first Australian store in Melbourne in 1983 - since then we?ve opened more than 80 stores across Australia and Mark Kindness, Chief Executive, continues to grow the company.We are a customer focused business offering a range of exciting ways to shop through three channels: our stores, The Body Shop at Home?, and online. Customers are at the forefront of everything we do, say and deliver. We strive to create a fantastic experience for everyone who shops at The Body Shop? and who work at The Body Shop.We are constantly launching fabulous new products, sourcing new ingredients and campaigning on social issues. These are just some of the ways we strive to grow our business - both commercially and ethically.We?re also proud of our world famous, and award winning Body Butters, our all time favourites such as Brush On Bronze, Born Lippy Gloss and Hemp Hand Protector, plus new favourites such as Spa Wisdom, Vitamin C, and Wise Woman ranges.At the heart of our business are our values. In everything we do we are committed to helping protect the planet, defending human rights, activating self-esteem, supporting community trade and remaining strong on our stance against animal testing. It is not just part of our jobs - it is part of our corporate DNA!We were the first international cosmetics brand to be awarded the Humane Cosmetics Standard for our Against Animal Testing policy. 20 years ago. The Body Shop? created its own fair trade program called Community Trade. By satisfying our demand for ingredients, gifts and accessories in a fair way we help create sustainable trading relationships with marginalised communities around the world.We believe business has the power to make the right kind of difference to the world, and the best way to convince others is to lead by example. All our products are made with a love of life and the world we live in, individuality, community spirit and a commitment to trading fairly.",yes,Red car park near JB Hi Fi,http://www.thebodyshop.com.au/,https://www.facebook.com/TheBodyShopAustralia,
The Fresh Chook Shed,1011 Eastland Shopping Centre 171-175 Maroondah Highway Ringwood VIC 3134,(03) 9876 8208,,yes,,,https://www.facebook.com/pages/The-Fresh-Chook-Shed,
The Fruit Gallery,L112 Eastland Shopping Centre 171-175 Maroondah Highway Ringwood VIC 3134,03 9870 5722,,yes,Pink car park near Coles,,,
The General Trader,1008 Eastland Shopping Centre 171-175 Maroondah Highway Ringwood VIC 3134,03 9870 6006,"The General Trader was established in Adelaide in 1989. Taking inspiration from 1950s retro styling, our store soon became established as a fun destination for kitchen and dinnerware product.The company grew from strength to strength, opening stores in Victoria and further stores in Adelaide. We bought Red Vanilla stores in 2007, and are now one of Australia?s largest independent kitchenware retailers with stores in South Australia, Victoria, New South Wales and Queensland.We are committed to offering a wide range of well known brands for the home alongside our own Red Vanilla and Dish brands.Customer service is key and we pride ourselves on our great teams in all of our stores, who undergo extensive training and who very importantly love to cook!We look forward to welcoming you in-store soon.",yes,Red car park near Photo Xpert,,,
The Optical Superstore,1010 Eastland Shopping Centre 171-175 Maroondah Highway Ringwood VIC 3134,03 9847 0830,,yes,Red car park near Photo Xpert,,,
The Pancake Parlour,R20 Eastland Shopping Centre 171-175 Maroondah Highway Ringwood VIC 3134,03 9876 0811,"In 2003, at the Eastland Shopping Centre, there was a generous space ready for a largish device coupled with the ongoing formula for matching mechanical mural. Peter Von had always wanted to do something three-dimensional as a tribute to the old graphic of the saluting dog in the chef?s cap we have used as decoration so often. So it was not difficult to persuade Allen (if not Helen) that they desperately needed a Steam Powered, Dog Steered Pancake-DeliveringGyrocentrificeÿfor the main area ... basically a fancy helicopter. (Just don?t let Peter Von hear you calling it that!)",yes,Roof top parking - Warrandyte Road,,,
Therapy Zone,1021 Eastland Shopping Centre 171-175 Maroondah Highway Ringwood VIC 3134,03 9870 3144,,yes,Red car park near Photo Xpert,,,
Tobacco Station & Lotto,K126 Eastland Shopping Centre 171-175 Maroondah Highway Ringwood VIC 3134,03 9879 6633,,yes,Orange car park near Medicare,,,
Touch of India,FC12 Eastland Shopping Centre 171-175 Maroondah Highway Ringwood VIC 3134,,,,Blue car park near Suzanne Grae,,,
Toyworld,1023 Eastland Shopping Centre 171-175 Maroondah Highway Ringwood VIC 3134,9870 0096,,yes,,,,
Travel Money Oz,1007 Eastland Shopping Centre 171-175 Maroondah Highway Ringwood VIC 3134,03 9876 9526,,,Red car park near Photo Xpert,,,
Travelex,K110 Eastland Shopping Centre 171-175 Maroondah Highway Ringwood VIC 3134,03 9847 0862,,,,,,
Typo,,03 9870 9079,,yes,,,,
Valleygirl,G116 Eastland Shopping Centre 171-175 Maroondah Highway Ringwood VIC 3134,03 9876 9266,,yes, Purple car park near Ally Fashion,,,
